Key,Value
307,"Die Spielerreflexe beeinflussen die Gesamtgeschwindigkeit[/center]
des Spiels. Wenn Ihr SEHR HOCH auswählt, bewegen und[/center]
attackieren Euch die Kreaturen sehr schnell, was Euch zwingt,[/center]
unmittelbar zu reagieren. SEHR LANGSAM bedeutet, dass[/center]
sich die Kreaturen langsamer bewegen und angreifen, was[/center]
Euch einen vorsichtigeren, überlegteren Spielstil ermöglicht.[/center]
Euer Charakter wird bei einer niedrigen Reflexeinstellung[/center]
etwas langsamer, bei einer hohen etwas schneller aufsteigen.[/center]
Die Reflexstufe Eures Charakters beeinflusst auch die[/center]
Reaktionsgeschwindigkeit Eures Charakters. Einmal ausgewählt,[/center]
ist dies nicht mehr änderbar.[/center]
[/end]"
349,Ihr wartet nicht länger.[/end]
350,Ihr seid geheilt.[/end]
351,Ihr braucht nicht zu rasten.[/end]
352,Wie viele Stunden wollt Ihr rasten?[/end]
353,Ihr wacht auf.[/end]
354,Es sind Feinde in der Nähe.[/end]
355,Ihr könnt jetzt nicht schlafen.[/end]
360,"Wir wurden vor Euch gewarnt, %pcn.[/center]
Ihr habt Rückzahlungen eines Kredits bei[/center]
einer unserer Schwesterbanken versäumt.[/center]
Dieses Geld wird nun mit Euren Schulden[/center]
verrechnet.[/center]
[/end]"
361,"Diese Demo ermöglicht Euch Zugang zu dieser[/center]
Gildenfunktion. Normalerweise müsstet Ihr[/center]
erst einen höheren Rang in der Gilde erreichen[/center]
bevor Ihr befugt seid, sie zu benutzen.[/center]
[/end]"
362,"Daedrabeschörungen sind in der Demoversion[/center]
von Daggerfall nicht möglich.[/center]
[/end]"
363,"In der Vollversion von Daggerfall hättet Ihr[/center]
soeben eine Fertigkeit verbessert. Jedoch[/center]
dürfen Eure Fertigkeiten in der Demoversion[/center]
von Daggerfall 40 Punkte nicht übersteigen.[/center]
[/end]"
364,"Das Zeitlimit für die Daggerfall-Demo ist[/center]
erreicht. Ihr findet Daggerfall bei Eurem[/center]
örtlichen Softwarehändler.[/center]
[/end]"
400,"Die Kinderschutz-Funktion verhindert diese[/center]
Quest zurzeit.[/center]
[/end]"
401,"Der Tod ist nicht immer für die Ewigkeit. Für manche[/center]
ist es bloß eine Zeit des Wartens. Nun ist Eure Zeit[/center]
des Wartens gekommen. Habt Geduld und alles wird
sich offenbaren ...[/center]
[/end]"
402,"Ich bin der Meisterspion. Ich weiß alles,[/center]
was an der Iliac-Bucht vor sich geht.[/center]
Andere mögen Euch Gerüchte erzählen, aber[/center]
meine Gerüchte sind immer wahr.[/center]
[/end]"
403,"Wollt Ihr Eure Charakterattribute wieder auf ihre Originalwerte zurücksetzen?[/center]
[/end]"
454,Ihr habt nicht genug Goldstücke.[/end]
460,"Ihr habt noch kein Haus erworben, %pcn.[/center]
Häuser sind nur für die hochrangigsten[/center]
Mitglieder der Gilde vorbehalten.[/center]
[/end]"
461,"Ihr habt bereits die Rüstung für Euren[/center]
derzeitigen Rang erhalten. Wenn Ihr in[/center]
einen höheren Rang aufsteigt, werde ich[/center]
Euch ein weiteres exzellentes Rüstungsteil geben.[/center]
[/end]"
462,"Ich habe ein ausgezeichnetes Anwesen für Euch,[/center]
 %pcn! Lasst es mich auf Eurer Karte markieren.[/center]
[/end]"
463,"Ich habe hier ein exzellentes Rüstungsteil für Euch.[/center]
[/end]"
465,"Ich sehe, dass es schlecht um Eure Magie steht.[/center]
Ihr Hexer müsst wirklich vorsichtiger sein.[/center]
Hier, lasst mich Euch wiederherstellen.[/center]
[/record]
Die Gilde stellt üblicherweise die Magicka[/center]
von Hexern wieder her.[/center]
[/record]
Hmmm. Das wird nichts. Wir können keine[/center]
Gildenhexer mit niedriger Magicka herumlaufen[/center]
lassen. Ich werde Euch wiederherstellen.[/center]
[/end]"
475,Burg Dolchsturz.[/end]
476,Schloss Wegesruh.[/end]
477,Palast von Schildwacht.[/end]
480,"Heute finden keine Beschwörungen statt.[/center]
Ich würde vorschlagen, Ihr stellt ein paar[/center]
persönliche Nachforschungen an und findet heraus,[/center]
an welchen Tagen wir Beschwörungen praktizieren.[/center]
[/record]
Wir beschwören heute nicht. Um Eure Zeit[/center]
sinnvoll zu nutzen könntet Ihr die Bibliothek[/center]
der Gilde besuchen. Dort gibt es viele Bücher[/center]
über daedrische Beschwörungen mitsamt der[/center]
geeigneten Zeitpunkte.[/center]
[/end]"
481,"Heute ist %dat, der Beschwörungstag[/center]
von %dae. Ihr wagt es, %pcn,[/center]
Euer Leben und Eure Seele bei der Beschwörung[/center]
von %dae in unsere mundane Welt zu riskieren?[/center]
[/end]"
482,"Ihr habt %dae bereits beschworen.[/center]
Nur ein Narr würde versuchen, mit %dae[/center]
ein zweites Mal zu sprechen. Verschwindet![/center]
[/end]"
484,"%dae lehnt es ab, unserer Welt heute die[/center]
Gnade zu erweisen. Kommt an einem anderen Tag wieder,[/center]
wenn Ihr mit dem Daedrafürsten sprechen wollt.[/center]
[/end]"
499,"Dieses zerknitterte Pergament zeigt den Standort[/center]
von %map. Ihr zeichnet ihn auf Eurer Karte ein.[/center]
[/record]
Ein sorgsam bezeichnetes Vellum offenbart den[/center]
geheimen Standort von %map, den Ihr[/center]
sogleich auf Eure Karte einzeichnet.[/center]
[/record]
Eine frisch gezeichnete Karte offenbart Euch den[/center]
lang verloren geglaubten Standort von %map,[/center]
den Ihr sogleich übernehmt.[/center]
[/end]"
500,"Zerbrochene Tonscherben knirschen unter Euren Füßen.[/record]
Ihr nehmt einen üblen Geruch wahr.[/record]
Ihr hört ein fernes, unwirkliches Stöhnen.[/record]
Ein Skelett liegt neben einer zerbrochenen Spitzhacke.[/record]
Die Scherben einer antiken Amphore liegen im Dreck verstreut.[/record] 
Irgendetwas an diesem Ort fühlt sich ... falsch an.[/end]"
501,"Ihr bemerkt Orkspuren.[/record]
Orkspuren bedecken den Boden.[/record]
Ein Ringlein aus einem Kettenpanzer liegt im Schmutz.[/record]
Ein tiefes, orkisches Horn schallt durch das Land.[/record]
War das eine orkische Fährte?[/end]"
502,"Diese Gegend sieht bewohnt aus.[/record]
Ihr überquert einen ausgetretenen Pfad.[/record]
Auf diesem Pfad sind erst kürzlich Pferde vorbeigekommen.[/record]
Ihr schmeckt den Rauch toten Holzes.[/record] 
Seltsam große Motten schweben um Euch herum.[/record]
Auf dem Boden sind Hufspuren ...[/end]"
503,"Ihr stolpert über eine zerbrochene Handfessel.[/record]
Ist das etwa Rauch in der Ferne?[/record]
Eine Glocke läutet in der Ferne.[/record]
Ihr findet eine abgetragene Stiefelsohle.[/record]
Ihr entdeckt vom Regen fast unkenntlich gemachte Fußspuren.[/record]
Eine Kinderpuppe ... rotbefleckt ...[/record]
Eine Peitsche, von Schlamm überzogen ...[/end]"
504,"In der Nähe liegen Marmorblöcke herum.[/record]
Ihr passiert eine umgestürzte Säule.[/record]
Ihr bemerkt eine umrankte Königsstatue.[/record]
Eine Büste liegt hier in den Staub gestoßen.[/record]
Auf dem Boden zeichnet sich ein altes Fundament ab ...[/record]
Hier liegt eine geborstene Statue.[/end]"
505,"Überall liegen Dreckhaufen herum.[/record]
Tiefe Furchen bedecken den Boden.[/record]
Ihr bemerkt die tiefen Furchen schwerer Transportkarren.[/record]
Ihr umgeht einen gähnenden Abgrund, der sich vor Euch aufgetan hat.[/record]
Dort sind Erdhügel, aber kein erdhafter Geruch.[/record]
Eine Schaufel mit gebrochenem Griff ... zerschlagen?[/record]
Ihr umgeht eine klaffende Grube.[/end]"
506,"Ein Bach plätschert in der Nähe.[/record]
Die Luft scheint hier kühler.[/record]
Der Wein gedeiht gut in dieser Gegend.[/record]
War das ein Kichern oder eine Brise?[/record]
Die Luft fühlt sich hier recht angenehm an.[/record]
Das sah beinahe wie ein Pfad aus.[/end]"
507,"Eine Rune ist in die Erde geritzt.[/record]
Ihr verspürt eine leichte Beklommenheit.[/record]
Ihr werdet von Mottenschwärmen begleitet.[/record] 
Meine Haut zittert ein wenig.[/record]
Das könnte ein zerbrochener Zauberstab sein.[/record]
Ihr seht, wie sich etwas im Unterholz bewegt.[/end]"
508,"Eine befremdliche Stille umgibt Euch.[/record]
Ein Schwarm Raben fliegt über Euch hinweg.[/record]
Ein kalter Ostwind lässt Euch erschaudern.[/record]
Diese Stille ist entnervend.[/record]
Überall sind spröde Knochen verstreut.[/end]"
509,"Ihr nehmt einen beißenden Geruch wahr.[/record]
Eure Augen beginnen auf einmal zu stechen.[/record]
Eure Nase fühlt sich an, als ob sie brennen würde.[/record]
Die Luft selbst schmeckt hier nach Gift![/record]
Der Boden bebt hier schwach.[/end]"
510,"Harpyienexkremente verschmutzen den Boden.[/record]
Der Geruch von Aas hängt in der Luft.[/record]
Ein zerfetztes Paar Stiefel liegt im Dreck.[/record]
Große Federn liegen verstreut in der Gegend herum.[/end]"
511,"Ihr kommt an einer kleinen Steinmauer vorbei.[/record]
Pflastersteine hallen unter Euren Füßen wieder.[/record]
Der Brunnen hier wurde zugeschüttet.[/record]
Eidechsen sonnen sich hier auf den Felsen.[/record]
Kleine Echsen huschen Euch aus dem Weg.[/record]
Sieht aus wie eine Art von Ruinen.[/record]
Hier standen einst sicher Gebäude.[/record]
Ranken bedecken Berge von Geröll.[/end]"
512,"Ihr streift riesige Spinnennetze beiseite.[/record]
Spinnennetze hängen von den Bäumen.[/record]
Hmm? Verdammte Spinnennetze![/record]
Warum gibt es hier nicht mehr Käfer?[/record]
In den Spinnennezen hängen tote Insekten.[/record]
Hmm. Keine Moskitos.[/end]"
513,"Rießige Fußabdrücke kreuzen Euren Weg.[/record]
Rauch steigt in der Ferne auf.[/record]
Es könnten Riesen in der Nähe sein.[/record]
Der Boden ist von angenagten Knochen übersäht.[/end]"
514,"Überall liegen versengte Knochen herum.[/record]
Die Bäume hier sind vom Feuer verkohlt.[/record]
Magische Blitze haben die Erde geschwärzt.[/record]
Hier ist schwarzes Blut vergossen worden.[/record]
Hier befindet sich ein altes, krähengeplündertes Schlachtfeld.[/record] 
Jemand hat hier mit Feuer gespielt.[/record]
Hmm ... der Geruch der Luft ...[/record]
Die Luft scheint hier wärmer zu sein.[/end]"
515,"Ihr riecht den Rauch von verbranntem Holz.[/record]
Jemand ist vor kurzem hier gewesen.[/record]
Hier wurde Asche in die Erde getreten.[/record]
Ein paar bunte Falter umschwirren Euch.[/record] 
Jemand muss hier durchgekommen sein.[/record]
Hmm ... Pferdespuren.[/record]
Ein Pferd wiehert in der Ferne.[/end]"
516,"Gesteinsbrocken dominieren die Gegend.[/record]
Ihr kommt an Lavagestein vorbei.[/record]
Schwarze Sandkörner ...[/record]
Es scheint hier warm und trocken.[/record]
Hier ist alles mit Asche bedeckt.[/end]"
517,"Etwas hat hier im Sand gegraben.[/record]
Die sehen aus wie Skorpionspuren.[/record]
Sieht aus wie ein großes Stück Insektenpanzer ...[/record]
Was ist das für ein Rascheln?[/end]"
518,"Ihr riecht frisch umgegrabene Erde.[/record]
Ein leises, geisterhaftes Stöhnen durchdringt die Stille.[/record]
In der Luft liegt ein Hauch der Furcht.[/record] 
Eine Krähe krächtzt in der Ferne.[/end]"
520,"Ein gespenstisches Wimmern durchbricht die Stille.[/record]
Ihr stolpert über einen umgefallenen Grabstein.[/record]
Ganz in der Nähe wurden Gräber ausgehoben.[/record]
Ihr stolpert über einen umgestürzten Grabstein.[/record]
Am Wegesrand erkennt Ihr ein offenes Grab.[/end]"
521,"Ihr riecht Orkse. Definitiv Orkse.[/record]
Orks haben hier den Boden zertrampelt.[/record]
Orks wüteten hier.[/record]
Ihr erkennt Spuren orkischer Herkunft.[/record]
Ein flüchtiger Blick auf einen grünen Mann, der NICHT klein ist.[/record]
Ein Baum in der Nähe wurde mit tiefen Axtwunden versehrt.[/record]
Gellendes Geschrei erweckt Eure Aufmerksamkeit.[/end]"
522,"Jemand hat hier das Unterholz zerdrückt.[/record]
Ihr kommt an einem Stapel Feuerholz vorbei.[/record]
Ihr hört das Bellen von Jagdhunden.[/record]
Ein Jagdfalke kreist in der Höhe.[/record]
Hier liegen einige Weinflaschen, wohl von einer Adelsjagd.[/record]
Hier gibt es kein Gestrüpp mehr.[/record]
Ein Vogel zwitschert in der Nähe.[/end]"
523,"Eine Glocke läutet in der Nähe.[/record]
Von einem Baum hängt ein verrotender Leichnam.[/record]
An einem Baum ist Efeu um einen Galgenstrick gewachsen.[/record]
In der Ferne schreit jemand voller Verzweiflung.[/record] 
Ein verzweifelter Schrei ist zu hören.[/end]"
524,"Ihr kommt an einer Reihe gestürzter Säulen vorbei.[/record]
Ranken bedecken die verstreuten Steine.[/record]
Beschlagene Steine wurden aus dem Boden gerissen.[/record]
Eine kopflose Statue liegt im Staub.[/end]"
525,"Ihr erklimmt einen Berg aus Kies.[/record]
Ein tiefer Abgrund blockiert beinahe Euren Weg.[/record]
Der Wind scheint Dämonengeflüster zu enthalten.[/record]
Der Kopf einer Spitzhacke liegt zwischen den Fersen.[/record]
Zwischen den Steinen erkennt Ihr alte Wagenspuren.[/record]
Ihr kommt an einen Haufen verrosteter Schaufeln vorbei.[/end]"
526,"Eine feuchte Brise fährt durch Euer Haar.[/record]
Eine Quelle plätschert in der Nähe.[/record]
Hier haben Holzfäller ihr Werkzeug versteckt.[/record]
Ein träger Flusslauf windet sich durch die Landschaft.[/record]
Der Windhauch trägt einen schimmligen Gestank heran.[/record]
Die Luft riecht, als ob eine Höhle nahebei liegt.[/record]
Das sieht wie ein Pfad aus.[/end]"
527,"Die Erde ist mit Blut durchtränkt.[/record]
Ihr fühlt Euch beobachtet.[/record]
Ihr passiert einen beschmierten Grenzstein.[/record]
Verrostete Pfeilspitzen stecken überall im Boden.[/record]
Ein undefinierbares Symbol, das in die Asche gezeichnet wurde ...[/record]
Die Luft riecht hier unsauber ...[/record]
Ihr kommt an einen in den Dreck getrampelten Kreis vorbei.[/end]"
528,"Eine riesige Fledermaus flattert langsam über Euren Kopf.[/record]
Ein Wolf heult in der Ferne.[/record]
Uralte Hügelgräber blicken auf Euch herab.[/record]
Ihr fühlt Euch in dieser Gegend nicht gerade willkommen.[/record]
Die schwüle Luft scheint stillzustehen.[/end]"
529,"Der Boden unter Euren Füßen vibriert.[/record]
Ein grüner Dunst lässt Eure Augen brennen.[/record]
Ihr bemerkt einen ziemlich stechenden Geruch.[/end]"
530,"Ihr steigt über einen halb aufgefressenen Kadaver.[/record]
Überall sind Harpyienfedern.[/record]
Seltsame, kleine Steinkreise sind auf dem Boden ausgelegt.[/record]
Die Damengeldbörse hier wurde zerfetzt ...[/record]
Ihr tretet über eine halb aufgefressene Leiche.[/record]
Der Gestank ist so übel, dass Ihr beinahe würgen müsst.[/record]
Ein entzückendes Kleid liegt hier in Fetzen ...[/record] 
Der faule, unerträgliche Gestank von Aas.[/record]
Ein zerrissenes Paar Damenschuhe ...[/record] 
Ihr müsst aufgrund des fauligen Gestanks würgen.[/end]"
531,"Ihr stolpert über einen losen Pflasterstein.[/record]
Euer Weg führt Euch an umgestürzten Mauern vorbei.[/record]
Schwere Schlachtrösser haben tiefe Spuren hinterlassen.[/record]
Uralte Säulen liegen gebrochen darnieder.[/record]
Die Gegend sieht nicht mehr bewohnt aus.[/record]
Auf dem Boden sind überwachsene Ziegel verstreut.[/record]
Ihr kommt an überwucherten Feldern vorbei.[/end]"
532,"Selbst die Insekten sind nicht zu hören.[/record]
Ihr kämpft Euch durch ein riesiges Spinnennetz.[/record]
Viele tote Käfer hier, alle ausgesaugt.[/record]
Große Spinnen krabbeln Euch aus dem Weg.[/end]"
533,"Entry 167 [533]
Überall sind Fußbdrücke. GROßE Fußabdrücke.[/record]
Ihr kommt an mehreren entwurzelten Bäumen vorbei.[/record]
Ein gewaltiger Baumstamm mit geschnitzten Zeichen.[/record]
Hier liegt eine sehr große Fellsandale ohne Sohle ...[/record]
Ein riesiges Lagerfeuer schwelt in der Nähe.[/end]"
534,"Der Boden ist von Feuer geschwärzt.[/record]
Es wird definitiv wärmer.[/record]
Ein Feuerzauber hat hier den Boden versengt.[/record]
Es riecht nach Gegrilltem.[/record]
Die Luft hier schmeckt nach Asche.[/record]
Ihr kommt an einem verkohlten Skelett vorbei.[/end]"
535,"Ihr kommt an einem schwelenden Lagerfeuer vorbei.[/record]
Ein Schild warnt: ""Nehmt Euch in Acht, Eindringlinge.""[/record]
Dieser Ort fühlt sich so an, als ob er nicht verlassen wäre.[/record]
Verschossene Pfeile sind auf dem Boden verstreut.[/record]
Eine Eule heult kaum bemerkbar in der Nähe.[/end]"
536,"Aus Rissen im Boden steigt Dampf auf.[/record]
Eine heiße Quelle brodelt in der Nähe.[/record]
Es gibt hier keine Wegmarkierungen mehr.[/record]
Das Brodeln einer kochendheißen Quelle ...[/record]
Der Geruch verdunsteter Mineralien liegt in der Luft.[/record]
Ein Pfad windet sich zwischen den Geisteinsbrocken hindurch.[/end]"
537,"Ihr kommt an einer flachen Sandgrube vorbei.[/record]
In dieser Gegend verlaufen kreuz und quer Skorpionsspuren.[/record]
Ein lautes Rascheln schreckt Euch auf.[/end]"
538,"Ihr bemerkt den Geruch gerade erst beerdigter Toter.[/record]
Wagenspuren zweigen in beide Wegrichtungen ab.[/record]
Ein zerbrochenes Wagenrad liegt am Wegrand.[/record]
Der Geruch der Erde vermischt sich mit dem Gestank des Todes.[/record]
Der Weg ist mit weißen Blumen übersäht.[/end]"
550,"Die Diebesgilde besticht den Richter[/center]
und man befindet Euch für nicht schuldig.[/center]
[/end]"
551,"Die Dunkle Bruderschaft bedroht den Richter[/center]
und man befindet Euch für nicht schuldig.[/center]
[/end]"
600,"Nun, ich hatte schon Arbeit, aber ich habe die[/center]
Kriegergilde angeheuert, sich darum zu kümmern.[/center]
[/record]
Diese lausigen ... jemand hat Gerüchte verbreitet,[/center]
dass ich Hilfe brauche. Ich brauche keine Hilfe[/center]
für irgendwas.[/center]
[/record]
Ihr seid zu spät. Ich vergab den Auftrag[/center]
an irgendeinen Magierkrieger.[/center]
[/record]
Ja, ich hatte Arbeit. Aber die Situation[/center]
hat sich von selbst gelöst. Trotzdem danke.[/center]
[/end]"
606,"Ja, Ihr seid würdig, Euch der Magiergilde anzuschließen.[/center]
Als Lehrling könnt Ihr den Spruchmacher nutzen[/center]
und Ausbildung in den Gildenfertigkeiten erhalten.[/center]
Später wird Euch erlaubt, die Bibliothek zu[/center]
nutzen, magische Gegenstände zu kaufen und sogar[/center]
Eure eigenen herzustellen.[/center]
[/center]
Seid Ihr daran interessiert, beizutreten?[/center]
[/end]"
611,"Bedauerlicherweise seid Ihr für einen[/center]
Gildenbeitritt noch nicht bereit.[/center]
[/center]
Wir können nur Mitglieder mit einer[/center]
gewissen ausgebauten Fertigkeit in[/center]
wenigstens einer der magischen Künste[/center]
akzeptieren.[/center]
[/record]
Bedauerlicherweise seid Ihr für einen[/center]
Gildenbeitritt noch nicht bereit.[/center]
[/center]
Wir nehmen keine magischen Anfänger auf.[/center]
Nur Gelehrte, die sich mindestens einer[/center]
der magischen Künste gewidmet haben,[/center]
sind zugelassen.[/center]
[/record]
Bedauerlicherweise seid Ihr für einen[/center]
Gildenbeitritt noch nicht bereit.[/center]
[/center]
Wenn Ihr etwas Zeit und Anstrengung[/center]
aufwenden würdet, Euch in zumindest[/center]
einer der sechs magischen Künste zu[/center]
verbessern, könnten wir noch einmal[/center]
darüber nachdenken.[/center]
[/end]"
612,"Bedauerlicherweise seid Ihr für einen[/center]
Gildenbeitritt noch nicht bereit.[/center]
[/center]
Euer Ruf unter den Intellektuellen ist,[/center]
offen gesagt, nur gering.[/center]
[/record]
Bedauerlicherweise seid Ihr für einen[/center]
Gildenbeitritt noch nicht bereit.[/center]
[/center]
Euer Name ist uns bekannt, aber nicht[/center]
im positiven Sinne, um ehrlich zu sein.[/center]
[/record]
Bedauerlicherweise seid Ihr für einen[/center]
Gildenbeitritt noch nicht bereit.[/center]
[/center]
Leider ist Euer Ruf alles andere als[/center]
beeindruckend, junger %ra. Ihr solltet[/center]
Euch überlegen, zunächst daran zu arbeiten,[/center]
bevor Ihr zurückkehrt.[/center]
[/end]"
666,"Ich gratuliere, %pcn![/center]
Ihr wurdet zum %lev befördert, mit[/center]
allen Rechten und Ehren, die damit[/center]
einhergehen. Vergesst nicht, wir ruhen[/center]
uns in dieser Bruderschaft nicht auf[/center]
vergangenen Lorbeeren aus.[/center]
[/end]"
